,route-number,description,url
256,823 - Crafers to Cleland Wildlife Park,via Mount Lofty (does not operate on Christmas Day),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F823&auth=pohHlB%2BPNLwhJ%2Bq2emOZgQ&profile=_default&rank=257&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
257,830F - Lobethal to City,"via Woodside, Oakbank, Balhannah, Verdun Junction & Crafers (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F830f&auth=m27X09PEbuTkhK5KM6KmQw&profile=_default&rank=258&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
258,834 - Verdun to Lobethal,"via Onkaparinga Valley Rd, Nairne Rd and Woodside. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F834&auth=FxZYeopT6r1%2BPviLx82JSQ&profile=_default&rank=259&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
259,834A - Lobethal to Verdun,"operates via Onkaparinga Valley Rd, bypassing Nairne and Riverview Rd.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F834a&auth=1N39pm%2Bf%2FC504xj0aCxdXQ&profile=_default&rank=260&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
260,835 - Lobethal to Mt Barker,"via Nairne Rd, Balhannah, Verdun and Hahndorf (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F835&auth=FkwnRxGAvkAmHJdoi842wg&profile=_default&rank=261&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
261,835A - Mt Barker to Lobethal,"via Onkaparinga Valley Rd, bypassing Nairne Rd and Riverview Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F835a&auth=MP3N%2BvGwpm1TrKRvVu2%2B1g&profile=_default&rank=262&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
262,837 - Nairne to Mt Barker,via Littlehampton (operates Monday-Saturday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F837&auth=2qymtqe%2FOJ8qbJAer3QLhA&profile=_default&rank=263&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
263,838 - Mt Barker East Clockwise Loop Service,"via Mt Barker Dutton Rd Park 'n' Ride, Bald Hills Rd, Exhibition Rd and Hutchinson St (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F838&auth=AzA%2B8FImUVxdNtVFZBvTAw&profile=_default&rank=264&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
264,838H - Mt Barker East Clockwise Loop Service,"via Victoria Rd, Hurling Dr and Albert Rd (operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F838h&auth=t17TaJyq6Lq4QmGZ5nuiaw&profile=_default&rank=265&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
265,839 - Mt Barker West Clockwise Loop Service,"via Hutchinson St, Hurling Dr and Dumas St (operates Monday-Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F839&auth=58j5xaKs25UPEsLLbsLX0g&profile=_default&rank=266&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
266,839R - Mt Barker West Clockwise Loop Service,from Mt Barker Dutton Rd Park 'n' Ride setting down as required via a combination of routes 838H and 839 (operates Monday-Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F839r&auth=DTB0jIAYu2UaYz0TwBbZ2Q&profile=_default&rank=267&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
267,840X - Mt Barker to City,"via South Eastern Freeway (express service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F840x&auth=wORpYROJWjMBIJdmnOsdxQ&profile=_default&rank=268&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
268,841F - Nairne to City,"via Woodside, Littlehampton, Mt Barker, Hahndorf & South Eastern Freeway. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F841f&auth=U6CPHfSr5f3h1b0XfQsyuA&profile=_default&rank=269&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
269,842X - Nairne to City,via Mt Barker. Express service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F842x&auth=SIWSlzUvF0uwj4iZIEzJOg&profile=_default&rank=270&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
270,850 - Macclesfield to Aldgate,"via Meadows, Echunga & Mylor. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F850&auth=aJ7UJMZMWdOV2ULUcfbUaQ&profile=_default&rank=271&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
271,852 - Strathalbyn to Mt Barker,via Wellington Road. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F852&auth=w87R8aqDkurQT%2FspPQ9AwQ&profile=_default&rank=272&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
272,852L - Langhorne Creek to Cornerstone College,Via Langhorne Creek to Cornerstone College and return. Service operates school days only.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F852l&auth=MBEvaaMRZndtaO3bcdLNUg&profile=_default&rank=273&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
273,860F - Mt Barker to City,"via Hahndorf, Bridgewater & Glen Osmond Road. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F860f&auth=Lt%2BxhuhNjeKpguB2ToLVNg&profile=_default&rank=274&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
274,861 - Glen Osmond to City,via Glen Osmond Road.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F861&auth=jps6rCdYrAD4q3vCpMQOng&profile=_default&rank=275&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
275,863 - Aldgate to City,"via Stirling, Crafers & Glen Osmond Road.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F863&auth=q5j%2B%2BD2wFfj0dsJSgEhHKg&profile=_default&rank=276&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
276,863F - Aldgate to City,Does not set down before Stop 14 from the City or pick up after Stop 13 to the City unless passengers are alighting.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F863f&auth=NyBLdhvp3txwYwuo2cBXeA&profile=_default&rank=277&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
277,864 - Mt Barker to City,"via Hahndorf, Bridgewater, Aldgate, Stirling, Crafers Ramp, Glen Osmond Rd and Royal Adelaide Hospital",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F864&auth=fqPOUzbT6N2rBBQrAVqKNw&profile=_default&rank=278&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
278,864F - Mt Barker to City,"via Hahndorf, Bridgewater, Aldgate, Stirling, Crafers Ramp, Glen Osmond Rd and Royal Adelaide Hospital (limited stop service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F864f&auth=iI1YyDapybkpWgaPvTPiDg&profile=_default&rank=279&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
279,864H - Mt Barker to Heathfield High School,"via Hahndorf, Bridgewater, Aldgateand Stirling then continues to Heathfield High School (operates school days only)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F864h&auth=5tAipti1Y%2BC1dF5PIBOkLg&profile=_default&rank=280&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
280,865 - Aldgate to City,via Pomona Road. Service operates Monday-Saturday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F865&auth=wzR5at%2Fxz1TbcJasxG3wPg&profile=_default&rank=281&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
281,865C - Stirling to Crafers,from stop 36 Mt Barker Road via 865 route to terminus stop 24 Crafers Ramp.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F865c&auth=qDoINrffQR15PD4iGjr%2Big&profile=_default&rank=282&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
282,865S - Crafers to Stirling,via Old Mt Barker Road and Pomona Road.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F865s&auth=IcKLKJXzfxD6f%2BTCcJdVkw&profile=_default&rank=283&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
283,866 - Stirling to Crafers,via Piccadilly & Stirling East. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F866&auth=dS%2F0LljdYqmTHAdknV2ntQ&profile=_default&rank=284&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
284,866A - Stirling to Crafers,Service does not stop at Piccadilly.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F866a&auth=fUdlh3i4CA7acHZidADiwQ&profile=_default&rank=285&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
285,866R - Stirling to Crafers,Service travel via Piccadilly and Stirling East on request.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F866r&auth=ba8bPaTxFsoP%2FDeXwjkMBg&profile=_default&rank=286&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
286,892 - Urrbrae to Aldgate,"via Belair Road, Upper Sturt Road & Crafers. Service operates school days only.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F892&auth=P4OKy7Vl61cLFg0WwPdrJQ&profile=_default&rank=287&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
287,893 - Aldgate to Blackwood Interchange,"via Stirling, Crafers, Upper Sturt Road & Belair Road. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F893&auth=7USfHzJlSjWWmDywrof6Tw&profile=_default&rank=288&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
288,894 - Aldgate to Blackwood Interchange,"via Crafers, Upper Sturt Road & Belair Road. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F894&auth=Y%2BUIqkN2g7YwOkao2C8tWw&profile=_default&rank=289&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
289,894H - Aldgate to Blackwood Interchange,via Heathfield. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F894h&auth=mqGhOOe73QssTcVHZIVp0A&profile=_default&rank=290&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
290,894S - Blackwood Interchange to Stirling,"Terminates at stop 36 Mount Barker Rd, Stirling.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F894s&auth=ykNfcZhyK3PQ7fbEuGW1Xw&profile=_default&rank=291&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
291,900 - Elizabeth Interchange to Salisbury,via Virginia. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F900&auth=dC34G37WnwrNfbRCQzKuxg&profile=_default&rank=292&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
292,933 - Tea Tree Plaza Interchange to The Elms Village,via Smart Road and Wright Road.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F933&auth=zYf0cV%2Fu%2Fvx7dIjpnBnnsA&profile=_default&rank=293&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
293,98A - City & North Adelaide Anti-Clockwise Loop,"via Town Hall, Adelaide Oval, Calvary North Adelaide Hospital, North Adelaide Library and Community Centre, Women's and Children's Hospital, Adelaide Zoo, Parliament House, State Library, Royal Adelaide Hospital and Adelaide Central Market",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F98a&auth=tnI6q8Fe9PoVI1Iwm89oLg&profile=_default&rank=294&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
294,98C - City & North Adelaide Clockwise Loop,"via Town Hall, Adelaide Oval, Calvary North Adelaide Hospital, North Adelaide Library and Community Centre, Women's and Children's Hospital, Adelaide Zoo, Parliament House, State Library, Royal Adelaide Hospital and Adelaide Central Market",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F98c&auth=hRi7tu13lUjIiCeRgeTplQ&profile=_default&rank=295&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
295,99A - City Anti-Clockwise Loop,"via Town Hall, Rundle Mall, State Library and Museums, Royal Adelaide Hospital and Adelaide Central Market",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F99a&auth=UdPTyOW0dn98TxLJEbGJSg&profile=_default&rank=296&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
296,99C - City Clockwise Loop,"via Town Hall, Rundle Mall, State Library and Museums, Royal Adelaide Hospital and Adelaide Central Market",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F99c&auth=yW0DfaH9EEnu6sxGx6qwTw&profile=_default&rank=297&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
297,C1 - Golden Grove Interchange to City,via O-Bahn. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fc1&auth=PumFzjm3Zal1%2F%2FC5MSMNDg&profile=_default&rank=298&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
298,C1X - Golden Grove Interchange to City,via O-Bahn. Express service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fc1x&auth=v3WbHmFiRcwRUM%2BQpM7ivg&profile=_default&rank=299&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
299,C2 - Greenwith to City,via Golden Grove Interchange & O-Bahn. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fc2&auth=a5E6XUqDtE%2FM9vSU0DQ2LQ&profile=_default&rank=300&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
300,C2X - Greenwith to City,Greenwith to City via O-Bahn. Express service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fc2x&auth=V%2B7M5TNGTFuGH4xFglMpkA&profile=_default&rank=301&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
301,G10 - Marion Centre Interchange to Blair Athol,"via Flinders Medical Centre, Flinders University, Goodwood Rd, city, O'Connell St and Prospect Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg10&auth=X8jHXqMVS9uKEK2Ht1Oadw&profile=_default&rank=302&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
302,G10A - Blair Athol to Colonel Light Gardens,"Terminates at stop 18 Goodwood Rd, Colonel Light Gardens.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg10a&auth=SntzDCxH7bcNGz07ndHiAQ&profile=_default&rank=303&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
303,G10B - Blair Athol to Bedford Park,Terminates at stop 26 Main South Road.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg10b&auth=E0pvI4TooO4ozWeKz7Uuiw&profile=_default&rank=304&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
304,G10C - Marion Centre Interchange/Blair Athol to City,"Terminates at Stop F1 King William St or Stop Y2 King William St, City",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg10c&auth=9GH6qTIAMoXrEWtOLhlb8Q&profile=_default&rank=305&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
305,G20 - Aberfoyle Hub to City,via Flagstaff Road & Goodwood Road.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg20&auth=x2NYd6flPCARQUNx%2BDyt8g&profile=_default&rank=306&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
306,G20F - Aberfoyle Hub to City,via Flagstaff Road & Goodwood Road. Limited stop service. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg20f&auth=1GWVbZtSkIo1TGJjggAfqQ&profile=_default&rank=307&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
307,G20X - City to Aberfoyle Hub,via Flagstaff Road. Limited stop service. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg20x&auth=bOV9Z0xz%2BBh0fteo90sHAA&profile=_default&rank=308&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
308,G21 - Aberfoyle Hub to City,via Goodwood Rd.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg21&auth=wgroS4sgUjAHEx2iS2Orgw&profile=_default&rank=309&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
309,G21F - Aberfoyle Hub to City,via Goodwood Rd. Limited stop service. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg21f&auth=UDFp5zOUxa6uglAN%2Bjtb1Q&profile=_default&rank=310&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
310,G21X - Aberfoyle Hub to City,Express service between stop 25 Ayliffes Rd & City. Operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg21x&auth=6u0WAfoZ1xLDUFqCowJh%2Bg&profile=_default&rank=311&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
311,G22X - Aberfoyle Park to City,Limited stop service. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg22x&auth=fIhX8BaHi1AxStL8nMSHVw&profile=_default&rank=312&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
312,G30F - Blackwood Interchange to City,"via Shepherds Hill Rd and Goodwood Rd (limited stop service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg30f&auth=nKR%2F0LHvFcmTfd8ooY4Csw&profile=_default&rank=313&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
313,G40 - Golden Grove Interchange to Flinders University,"via Tea Tree Plaza, Paradise, Klemzig, city and Goodwood Rd (limited stop O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg40&auth=sSzafwZJtDwZTtv%2BsylJFQ&profile=_default&rank=314&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
314,G40M - Flinders University to Tea Tree Plaza Interchange,"via Goodwood Rd, city, Klemzig and Paradise (limited stop O-Bahn service, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fg40m&auth=Cw5TmUHyQ0rutYEMPx40Hg&profile=_default&rank=315&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
315,GA1 - City to Gawler,Train substitute service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fga1&auth=SR42I3sYOW%2B%2B2FcCUa1%2BJA&profile=_default&rank=316&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
316,GA2 - City to Gawler,Train substitute limited stop service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fga2&auth=%2FOkhtNc%2BlVsbTchvInfprw&profile=_default&rank=317&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
317,GA2S - City to Salisbury,Train substitute limited stop service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fga2s&auth=0i%2FNPS2r8m8izoPjJ1CM%2FQ&profile=_default&rank=318&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
318,GA3 - City to Smithfield,Train substitute limited stop service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fga3&auth=ZlUzh4SHBGMPir0q4ExE8g&profile=_default&rank=319&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
319,GA4 - City to Gawler,Train substitute express service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fga4&auth=Ah8sb4ovKcEwjsICdZ7ysg&profile=_default&rank=320&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
320,H20 - Glenelg Interchange to Paradise Interchange,"via Anzac Hwy, Marion Rd, Henley Beach Rd, city, The Parade and St Bernards Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh20&auth=dPFV7gzrEykZxS2KCKLoLQ&profile=_default&rank=321&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
321,H20C - Glenelg Interchange/Paradise Interchange to City,Terminates in the city,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh20c&auth=Nd%2FfTYUIQCf8KWo%2FWNt18Q&profile=_default&rank=322&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
322,H20R - Paradise Interchange to Richmond,"Terminates at stop 8G Marion Rd, Richmond.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh20r&auth=MOQeZJwSC1XFwdpiLSxI%2FQ&profile=_default&rank=323&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
