Futures		Contract		Contract		Futures		Options		Options
Code		Month		Type		Exp Date		Code		Exp Date
-------		-------		-------		-------		-------		-------		
CL		2021-10		Fut		2021-09-21		 		 
CL		2021-11		Fut		2021-10-20		 		 
CL		2021-12		Fut		2021-11-19		 		 
CL		2022-01		Fut		2021-12-20		 		 
CL		2022-02		Fut		2022-01-20		 		 
CL		2022-03		Fut		2022-02-22		 		 
CL		2022-04		Fut		2022-03-22		 		 
CL		2022-05		Fut		2022-04-20		 		 
CL		2022-06		Fut		2022-05-20		 		 
CL		2022-07		Fut		2022-06-21		 		 
CL		2022-08		Fut		2022-07-20		 		 
CL		2022-09		Fut		2022-08-22		 		 
CL		2022-10		Fut		2022-09-20		 		 
CL		2022-11		Fut		2022-10-20		 		 
CL		2022-12		Fut		2022-11-21		 		 
CL		2023-01		Fut		2022-12-20		 		 
CL		2023-02		Fut		2023-01-20		 		 
CL		2023-03		Fut		2023-02-21		 		 
CL		2023-04		Fut		2023-03-21		 		 
CL		2023-05		Fut		2023-04-20		 		 
CL		2023-06		Fut		2023-05-22		 		 
CL		2023-07		Fut		2023-06-20		 		 
CL		2023-08		Fut		2023-07-20		 		 
CL		2023-09		Fut		2023-08-22		 		 
CL		2023-10		Fut		2023-09-20		 		 
CL		2023-11		Fut		2023-10-20		 		 
CL		2023-12		Fut		2023-11-20		 		 
CL		2021-10		Opt		 		LO		2021-09-16
CL		2021-11		Opt		 		LO		2021-10-15
CL		2021-12		Opt		 		LO		2021-11-16
CL		2022-01		Opt		 		LO		2021-12-15
CL		2022-02		Opt		 		LO		2022-01-14
CL		2022-03		Opt		 		LO		2022-02-16
CL		2022-04		Opt		 		LO		2022-03-17
CL		2022-05		Opt		 		LO		2022-04-14
CL		2022-06		Opt		 		LO		2022-05-17
CL		2022-07		Opt		 		LO		2022-06-16
CL		2022-08		Opt		 		LO		2022-07-15
CL		2022-09		Opt		 		LO		2022-08-17
CL		2022-10		Opt		 		LO		2022-09-15
CL		2022-11		Opt		 		LO		2022-10-17
CL		2022-12		Opt		 		LO		2022-11-16
CL		2023-01		Opt		 		LO		2022-12-15
CL		2023-02		Opt		 		LO		2023-01-17
CL		2023-03		Opt		 		LO		2023-02-15
CL		2023-04		Opt		 		LO		2023-03-16
CL		2023-05		Opt		 		LO		2023-04-17
CL		2023-06		Opt		 		LO		2023-05-17
CL		2023-07		Opt		 		LO		2023-06-15
CL		2023-08		Opt		 		LO		2023-07-17
CL		2023-09		Opt		 		LO		2023-08-17
CL		2023-12		Opt		 		LO		2023-11-15

Futures		Contract		Contract		Strike		Settlement
CL		2021-11		Call		7.00		61.84
CL		2021-11		Put		7.00		0.01
CL		2021-11		Call		7.50		61.34
CL		2021-11		Put		7.50		0.01
CL		2021-11		Call		8.00		60.84
CL		2021-11		Put		8.00		0.01
CL		2021-11		Call		8.50		60.34
CL		2021-11		Put		8.50		0.01
CL		2021-11		Call		9.00		59.84
CL		2021-11		Put		9.00		0.01
CL		2021-11		Call		9.50		59.34
CL		2021-11		Put		9.50		0.01
CL		2021-11		Call		10.00		58.84
CL		2021-11		Put		10.00		0.01
CL		2021-11		Call		10.50		58.34
CL		2021-11		Put		10.50		0.01
CL		2021-11		Call		11.00		57.84
CL		2021-11		Put		11.00		0.01
CL		2021-11		Call		11.50		57.34
CL		2021-11		Put		11.50		0.01
CL		2021-11		Call		12.00		56.84
CL		2021-11		Put		12.00		0.01
CL		2021-11		Call		12.50		56.34
CL		2021-11		Put		12.50		0.01
CL		2021-11		Call		13.00		55.84
CL		2021-11		Put		13.00		0.01
CL		2021-11		Call		13.50		55.34
CL		2021-11		Put		13.50		0.01
CL		2021-11		Call		14.00		54.84
CL		2021-11		Put		14.00		0.01
CL		2021-11		Call		14.50		54.34
CL		2021-11		Put		14.50		0.01
CL		2021-11		Call		15.00		53.84
CL		2021-11		Put		15.00		0.01
CL		2021-11		Call		15.50		53.34
CL		2021-11		Put		15.50		0.01
CL		2021-11		Call		16.00		52.84
CL		2021-11		Put		16.00		0.01
CL		2021-11		Call		16.50		52.34
CL		2021-11		Put		16.50		0.01
CL		2021-11		Call		17.00		51.84
CL		2021-11		Put		17.00		0.01
CL		2021-11		Call		17.50		51.34
CL		2021-11		Put		17.50		0.01
CL		2021-11		Call		18.00		50.84
CL		2021-11		Put		18.00		0.01
CL		2021-11		Call		18.50		50.34
CL		2021-11		Put		18.50		0.01
CL		2021-11		Call		19.00		49.84
CL		2021-11		Put		19.00		0.01
CL		2021-11		Call		19.50		49.34
CL		2021-11		Put		19.50		0.01
CL		2021-11		Call		20.00		48.84
CL		2021-11		Put		20.00		0.01
CL		2021-11		Call		20.50		48.34
CL		2021-11		Put		20.50		0.01
CL		2021-11		Call		21.00		47.84
CL		2021-11		Put		21.00		0.01
CL		2021-11		Call		21.50		47.34
CL		2021-11		Put		21.50		0.01
CL		2021-11		Call		22.00		46.84
CL		2021-11		Put		22.00		0.01
CL		2021-11		Call		22.50		46.34
CL		2021-11		Put		22.50		0.01
CL		2021-11		Call		23.00		45.84
CL		2021-11		Put		23.00		0.01
CL		2021-11		Call		23.50		45.34
CL		2021-11		Put		23.50		0.01
CL		2021-11		Call		24.00		44.84
CL		2021-11		Put		24.00		0.01
CL		2021-11		Call		24.50		44.34
CL		2021-11		Put		24.50		0.01
CL		2021-11		Call		25.00		43.84
CL		2021-11		Put		25.00		0.01
CL		2021-11		Call		25.50		43.34
CL		2021-11		Put		25.50		0.01
CL		2021-11		Call		26.00		42.84
CL		2021-11		Put		26.00		0.01
CL		2021-11		Call		26.50		42.34
CL		2021-11		Put		26.50		0.01
CL		2021-11		Call		27.00		41.84
CL		2021-11		Put		27.00		0.01
CL		2021-11		Call		27.50		41.34
CL		2021-11		Put		27.50		0.01
CL		2021-11		Call		28.00		40.84
CL		2021-11		Put		28.00		0.01
CL		2021-11		Call		28.50		40.34
CL		2021-11		Put		28.50		0.01
CL		2021-11		Call		29.00		39.84
CL		2021-11		Put		29.00		0.01
CL		2021-11		Call		29.50		39.34
CL		2021-11		Put		29.50		0.01
CL		2021-11		Call		30.00		38.84
CL		2021-11		Put		30.00		0.01
CL		2021-11		Call		30.50		38.34
CL		2021-11		Put		30.50		0.01
CL		2021-11		Call		31.00		37.84
CL		2021-11		Put		31.00		0.01
CL		2021-11		Call		31.50		37.34
CL		2021-11		Put		31.50		0.01
CL		2021-11		Call		32.00		36.84
CL		2021-11		Put		32.00		0.01
CL		2021-11		Call		32.50		36.34
CL		2021-11		Put		32.50		0.01
CL		2021-11		Call		33.00		35.84
CL		2021-11		Put		33.00		0.01
CL		2021-11		Call		33.50		35.34
CL		2021-11		Put		33.50		0.01
CL		2021-11		Call		34.00		34.84
CL		2021-11		Put		34.00		0.01
CL		2021-11		Call		34.50		34.34
CL		2021-11		Put		34.50		0.01
CL		2021-11		Call		35.00		33.84
CL		2021-11		Put		35.00		0.01
CL		2021-11		Call		35.50		33.34
CL		2021-11		Put		35.50		0.01
CL		2021-11		Call		36.00		33.07
CL		2021-11		Put		36.00		0.01
CL		2021-11		Call		36.50		32.34
CL		2021-11		Put		36.50		0.01
CL		2021-11		Call		37.00		31.84
CL		2021-11		Put		37.00		0.01
CL		2021-11		Call		37.50		31.34
CL		2021-11		Put		37.50		0.01
CL		2021-11		Call		38.00		30.84
CL		2021-11		Put		38.00		0.01
CL		2021-11		Call		38.50		30.34
CL		2021-11		Put		38.50		0.01
CL		2021-11		Call		39.00		29.84
CL		2021-11		Put		39.00		0.01
CL		2021-11		Call		39.50		29.34
CL		2021-11		Put		39.50		0.01
CL		2021-11		Call		40.00		29.08
CL		2021-11		Put		40.00		0.01
CL		2021-11		Call		40.50		28.58
CL		2021-11		Put		40.50		0.01
CL		2021-11		Call		41.00		28.08
CL		2021-11		Put		41.00		0.02
CL		2021-11		Call		41.50		27.35
CL		2021-11		Put		41.50		0.02
CL		2021-11		Call		42.00		27.09
CL		2021-11		Put		42.00		0.02
CL		2021-11		Call		42.50		26.59
CL		2021-11		Put		42.50		0.02
CL		2021-11		Call		43.00		26.09
CL		2021-11		Put		43.00		0.02
CL		2021-11		Call		43.50		25.59
CL		2021-11		Put		43.50		0.02
CL		2021-11		Call		44.00		25.09
CL		2021-11		Put		44.00		0.02
CL		2021-11		Call		44.50		24.60
CL		2021-11		Put		44.50		0.03
CL		2021-11		Call		45.00		24.10
CL		2021-11		Put		45.00		0.03
CL		2021-11		Call		45.50		23.60
CL		2021-11		Put		45.50		0.03
CL		2021-11		Call		46.00		23.10
CL		2021-11		Put		46.00		0.03
CL		2021-11		Call		46.50		22.38
CL		2021-11		Put		46.50		0.04
CL		2021-11		Call		47.00		21.88
CL		2021-11		Put		47.00		0.04
CL		2021-11		Call		47.50		21.61
CL		2021-11		Put		47.50		0.04
CL		2021-11		Call		48.00		21.11
CL		2021-11		Put		48.00		0.05
CL		2021-11		Call		48.50		20.62
CL		2021-11		Put		48.50		0.05
CL		2021-11		Call		49.00		20.12
CL		2021-11		Put		49.00		0.05
CL		2021-11		Call		49.50		19.63
CL		2021-11		Put		49.50		0.06
CL		2021-11		Call		50.00		19.13
CL		2021-11		Put		50.00		0.06
CL		2021-11		Call		50.50		18.64
CL		2021-11		Put		50.50		0.07
CL		2021-11		Call		51.00		18.15
CL		2021-11		Put		51.00		0.08
CL		2021-11		Call		51.50		17.65
CL		2021-11		Put		51.50		0.08
CL		2021-11		Call		52.00		17.16
CL		2021-11		Put		52.00		0.09
CL		2021-11		Call		52.50		16.67
CL		2021-11		Put		52.50		0.10
CL		2021-11		Call		53.00		16.18
CL		2021-11		Put		53.00		0.11
CL		2021-11		Call		53.50		15.69
CL		2021-11		Put		53.50		0.12
CL		2021-11		Call		54.00		15.20
CL		2021-11		Put		54.00		0.14
CL		2021-11		Call		54.50		14.72
CL		2021-11		Put		54.50		0.15
CL		2021-11		Call		55.00		14.24
CL		2021-11		Put		55.00		0.17
CL		2021-11		Call		55.50		13.76
CL		2021-11		Put		55.50		0.19
CL		2021-11		Call		56.00		13.28
CL		2021-11		Put		56.00		0.21
CL		2021-11		Call		56.50		12.80
CL		2021-11		Put		56.50		0.23
CL		2021-11		Call		57.00		12.33
CL		2021-11		Put		57.00		0.26
CL		2021-11		Call		57.50		11.86
CL		2021-11		Put		57.50		0.29
CL		2021-11		Call		58.00		11.39
CL		2021-11		Put		58.00		0.32
CL		2021-11		Call		58.50		10.92
CL		2021-11		Put		58.50		0.35
CL		2021-11		Call		59.00		10.46
CL		2021-11		Put		59.00		0.39
CL		2021-11		Call		59.50		10.01
CL		2021-11		Put		59.50		0.44
CL		2021-11		Call		60.00		9.56
CL		2021-11		Put		60.00		0.49
CL		2021-11		Call		60.50		9.11
CL		2021-11		Put		60.50		0.54
CL		2021-11		Call		61.00		8.67
CL		2021-11		Put		61.00		0.60
CL		2021-11		Call		61.50		8.24
CL		2021-11		Put		61.50		0.67
CL		2021-11		Call		62.00		7.81
CL		2021-11		Put		62.00		0.74
CL		2021-11		Call		62.50		7.39
CL		2021-11		Put		62.50		0.82
CL		2021-11		Call		63.00		6.98
CL		2021-11		Put		63.00		0.91
CL		2021-11		Call		63.50		6.57
CL		2021-11		Put		63.50		1.00
CL		2021-11		Call		64.00		6.18
CL		2021-11		Put		64.00		1.11
CL		2021-11		Call		64.50		5.79
CL		2021-11		Put		64.50		1.22
CL		2021-11		Call		65.00		5.41
CL		2021-11		Put		65.00		1.34
CL		2021-11		Call		65.50		5.04
CL		2021-11		Put		65.50		1.47
CL		2021-11		Call		66.00		4.69
CL		2021-11		Put		66.00		1.62
CL		2021-11		Call		66.50		4.34
CL		2021-11		Put		66.50		1.77
CL		2021-11		Call		67.00		4.01
CL		2021-11		Put		67.00		1.94
CL		2021-11		Call		67.50		3.68
CL		2021-11		Put		67.50		2.11
CL		2021-11		Call		68.00		3.38
CL		2021-11		Put		68.00		2.31
CL		2021-11		Call		68.50		3.09
CL		2021-11		Put		68.50		2.52
CL		2021-11		Call		69.00		2.81
CL		2021-11		Put		69.00		2.74
CL		2021-11		Call		69.50		2.54
CL		2021-11		Put		69.50		2.97
CL		2021-11		Call		70.00		2.30
CL		2021-11		Put		70.00		3.23
CL		2021-11		Call		70.50		2.06
CL		2021-11		Put		70.50		3.49
CL		2021-11		Call		71.00		1.85
CL		2021-11		Put		71.00		3.78
CL		2021-11		Call		71.50		1.65
CL		2021-11		Put		71.50		4.08
CL		2021-11		Call		72.00		1.47
CL		2021-11		Put		72.00		4.40
CL		2021-11		Call		72.50		1.30
CL		2021-11		Put		72.50		4.73
CL		2021-11		Call		73.00		1.15
CL		2021-11		Put		73.00		5.08
CL		2021-11		Call		73.50		1.01
CL		2021-11		Put		73.50		5.44
CL		2021-11		Call		74.00		0.89
CL		2021-11		Put		74.00		5.82
CL		2021-11		Call		74.50		0.79
CL		2021-11		Put		74.50		6.22
CL		2021-11		Call		75.00		0.70
CL		2021-11		Put		75.00		6.63
CL		2021-11		Call		75.50		0.62
CL		2021-11		Put		75.50		7.05
CL		2021-11		Call		76.00		0.55
CL		2021-11		Put		76.00		7.48
CL		2021-11		Call		76.50		0.49
CL		2021-11		Put		76.50		7.92
CL		2021-11		Call		77.00		0.44
CL		2021-11		Put		77.00		8.37
CL		2021-11		Call		77.50		0.39
CL		2021-11		Put		77.50		8.82
CL		2021-11		Call		78.00		0.35
CL		2021-11		Put		78.00		9.28
CL		2021-11		Call		78.50		0.32
CL		2021-11		Put		78.50		9.75
CL		2021-11		Call		79.00		0.28
CL		2021-11		Put		79.00		10.21
CL		2021-11		Call		79.50		0.26
CL		2021-11		Put		79.50		10.69
CL		2021-11		Call		80.00		0.23
CL		2021-11		Put		80.00		11.16
CL		2021-11		Call		80.50		0.21
CL		2021-11		Put		80.50		11.64
CL		2021-11		Call		81.00		0.20
CL		2021-11		Put		81.00		12.12
CL		2021-11		Call		81.50		0.18
CL		2021-11		Put		81.50		12.61
CL		2021-11		Call		82.00		0.17
CL		2021-11		Put		82.00		13.10
CL		2021-11		Call		82.50		0.16
CL		2021-11		Put		82.50		13.59
CL		2021-11		Call		83.00		0.15
CL		2021-11		Put		83.00		14.08
CL		2021-11		Call		83.50		0.14
CL		2021-11		Put		83.50		14.57
CL		2021-11		Call		84.00		0.13
CL		2021-11		Put		84.00		15.06
CL		2021-11		Call		84.50		0.12
CL		2021-11		Put		84.50		15.75
CL		2021-11		Call		85.00		0.11
CL		2021-11		Put		85.00		16.04
CL		2021-11		Call		85.50		0.11
CL		2021-11		Put		85.50		16.73
CL		2021-11		Call		86.00		0.10
CL		2021-11		Put		86.00		17.03
CL		2021-11		Call		86.50		0.10
CL		2021-11		Put		86.50		17.52
CL		2021-11		Call		87.00		0.09
CL		2021-11		Put		87.00		18.02
CL		2021-11		Call		87.50		0.09
CL		2021-11		Put		87.50		18.72
CL		2021-11		Call		88.00		0.08
CL		2021-11		Put		88.00		19.22
CL		2021-11		Call		88.50		0.08
CL		2021-11		Put		88.50		19.71
CL		2021-11		Call		89.00		0.07
CL		2021-11		Put		89.00		20.00
CL		2021-11		Call		89.50		0.07
CL		2021-11		Put		89.50		20.70
CL		2021-11		Call		90.00		0.06
CL		2021-11		Put		90.00		20.99
CL		2021-11		Call		90.50		0.06
CL		2021-11		Put		90.50		21.70
CL		2021-11		Call		91.00		0.06
CL		2021-11		Put		91.00		22.20
CL		2021-11		Call		91.50		0.06
CL		2021-11		Put		91.50		22.70
CL		2021-11		Call		92.00		0.05
CL		2021-11		Put		92.00		22.98
CL		2021-11		Call		92.50		0.05
CL		2021-11		Put		92.50		23.70
CL		2021-11		Call		93.00		0.05
CL		2021-11		Put		93.00		24.19
CL		2021-11		Call		93.50		0.04
CL		2021-11		Put		93.50		24.69
CL		2021-11		Call		94.00		0.04
CL		2021-11		Put		94.00		25.19
CL		2021-11		Call		94.50		0.04
CL		2021-11		Put		94.50		25.69
CL		2021-11		Call		95.00		0.04
CL		2021-11		Put		95.00		25.97
CL		2021-11		Call		95.50		0.04
CL		2021-11		Put		95.50		26.68
CL		2021-11		Call		96.00		0.03
CL		2021-11		Put		96.00		27.18
CL		2021-11		Call		96.50		0.03
CL		2021-11		Put		96.50		27.68
CL		2021-11		Call		97.00		0.03
CL		2021-11		Put		97.00		28.18
CL		2021-11		Call		97.50		0.03
CL		2021-11		Put		97.50		28.46
CL		2021-11		Call		98.00		0.03
CL		2021-11		Put		98.00		28.96
CL		2021-11		Call		98.50		0.03
CL		2021-11		Put		98.50		29.67
CL		2021-11		Call		99.00		0.03
CL		2021-11		Put		99.00		29.95
CL		2021-11		Call		99.50		0.02
CL		2021-11		Put		99.50		30.45
CL		2021-11		Call		100.00		0.02
CL		2021-11		Put		100.00		31.17
CL		2021-11		Call		100.50		0.02
CL		2021-11		Put		100.50		31.67
CL		2021-11		Call		101.00		0.02
CL		2021-11		Put		101.00		31.95
CL		2021-11		Call		101.50		0.02
CL		2021-11		Put		101.50		32.67
CL		2021-11		Call		102.00		0.02
CL		2021-11		Put		102.00		33.17
CL		2021-11		Call		102.50		0.02
CL		2021-11		Put		102.50		33.67
CL		2021-11		Call		103.00		0.02
CL		2021-11		Put		103.00		34.17
CL		2021-11		Call		103.50		0.01
CL		2021-11		Put		103.50		34.67
CL		2021-11		Call		104.00		0.01
CL		2021-11		Put		104.00		35.17
CL		2021-11		Call		104.50		0.02
CL		2021-11		Put		104.50		35.67
CL		2021-11		Call		105.00		0.02
CL		2021-11		Put		105.00		36.17
CL		2021-11		Call		105.50		0.01
CL		2021-11		Put		105.50		36.67
CL		2021-11		Call		106.00		0.02
CL		2021-11		Put		106.00		37.16
CL		2021-11		Call		106.50		0.01
CL		2021-11		Put		106.50		37.66
CL		2021-11		Call		107.00		0.01
CL		2021-11		Put		107.00		38.16
CL		2021-11		Call		107.50		0.01
CL		2021-11		Put		107.50		38.66
CL		2021-11		Call		108.00		0.01
CL		2021-11		Put		108.00		39.16
CL		2021-11		Call		108.50		0.01
CL		2021-11		Put		108.50		39.66
CL		2021-11		Call		109.00		0.01
CL		2021-11		Put		109.00		40.16
CL		2021-11		Call		109.50		0.01
CL		2021-11		Put		109.50		40.44
CL		2021-11		Call		110.00		0.01
CL		2021-11		Put		110.00		41.16
CL		2021-11		Call		110.50		0.01
CL		2021-11		Put		110.50		41.66
CL		2021-11		Call		111.00		0.01
CL		2021-11		Put		111.00		42.16
CL		2021-11		Call		111.50		0.01
CL		2021-11		Put		111.50		42.66
CL		2021-11		Call		112.00		0.01
CL		2021-11		Put		112.00		43.16
CL		2021-11		Call		112.50		0.01
CL		2021-11		Put		112.50		43.66
CL		2021-11		Call		113.00		0.01
CL		2021-11		Put		113.00		44.16
CL		2021-11		Call		113.50		0.01
CL		2021-11		Put		113.50		44.66
CL		2021-11		Call		114.00		0.01
CL		2021-11		Put		114.00		44.93
CL		2021-11		Call		114.50		0.01
CL		2021-11		Put		114.50		45.66
CL		2021-11		Call		115.00		0.01
CL		2021-11		Put		115.00		46.16
CL		2021-11		Call		115.50		0.01
CL		2021-11		Put		115.50		46.66
CL		2021-11		Call		116.00		0.01
CL		2021-11		Put		116.00		47.16
CL		2021-11		Call		116.50		0.01
CL		2021-11		Put		116.50		47.66
CL		2021-11		Call		117.00		0.01
CL		2021-11		Put		117.00		48.16
CL		2021-11		Call		117.50		0.01
CL		2021-11		Put		117.50		48.66
CL		2021-11		Call		118.00		0.01
CL		2021-11		Put		118.00		49.16
CL		2021-11		Call		118.50		0.01
CL		2021-11		Put		118.50		49.66
CL		2021-11		Call		119.00		0.01
CL		2021-11		Put		119.00		50.16
CL		2021-11		Call		119.50		0.01
CL		2021-11		Put		119.50		50.66
CL		2021-11		Call		120.00		0.01
CL		2021-11		Put		120.00		51.16
CL		2021-11		Call		120.50		0.01
CL		2021-11		Put		120.50		51.66
CL		2021-11		Call		121.00		0.01
CL		2021-11		Put		121.00		52.16
CL		2021-11		Call		121.50		0.01
CL		2021-11		Put		121.50		52.66
CL		2021-11		Call		122.00		0.01
CL		2021-11		Put		122.00		53.16
CL		2021-11		Call		122.50		0.01
CL		2021-11		Put		122.50		53.66
CL		2021-11		Call		125.00		0.01
CL		2021-11		Put		125.00		56.16
CL		2021-11		Call		127.50		0.01
CL		2021-11		Put		127.50		58.66
CL		2021-11		Call		130.00		0.01
CL		2021-11		Put		130.00		61.16
CL		2021-11		Call		132.50		0.01
CL		2021-11		Put		132.50		63.66
CL		2021-11		Call		135.00		0.01
CL		2021-11		Put		135.00		66.16
CL		2021-11		Call		137.50		0.01
CL		2021-11		Put		137.50		68.66
CL		2021-11		Call		140.00		0.01
CL		2021-11		Put		140.00		71.16
CL		2021-11		Call		142.50		0.01
CL		2021-11		Put		142.50		73.66
CL		2021-11		Call		145.00		0.01
CL		2021-11		Put		145.00		76.16
CL		2021-11		Call		147.50		0.01
CL		2021-11		Put		147.50		78.66
CL		2021-11		Call		150.00		0.01
CL		2021-11		Put		150.00		81.16
CL		2021-11		Call		152.50		0.01
CL		2021-11		Put		152.50		83.66
CL		2021-11		Call		155.00		0.01
CL		2021-11		Put		155.00		86.16
CL		2021-11		Call		157.50		0.01
CL		2021-11		Put		157.50		88.66
CL		2021-11		Call		160.00		0.01
CL		2021-11		Put		160.00		91.16
CL		2021-11		Call		162.50		0.01
CL		2021-11		Put		162.50		93.66
CL		2021-11		Call		165.00		0.01
CL		2021-11		Put		165.00		96.16
CL		2021-11		Call		167.50		0.01
CL		2021-11		Put		167.50		98.66
CL		2021-11		Call		170.00		0.01
CL		2021-11		Put		170.00		101.16
CL		2021-11		Call		172.50		0.01
CL		2021-11		Put		172.50		103.66
CL		2021-11		Call		175.00		0.01
CL		2021-11		Put		175.00		106.16
CL		2021-11		Call		180.00		0.01
CL		2021-11		Put		180.00		111.16
CL		2021-11		Call		185.00		0.01
CL		2021-11		Put		185.00		116.16
CL		2021-11		Call		190.00		0.01
CL		2021-11		Put		190.00		121.16
CL		2021-11		Call		195.00		0.01
CL		2021-11		Put		195.00		126.16
CL		2021-11		Call		200.00		0.01
CL		2021-11		Put		200.00		131.16
CL		2021-12		Call		0.50		68.08
CL		2021-12		Put		0.50		0.01
CL		2021-12		Call		1.00		67.58
CL		2021-12		Put		1.00		0.01
CL		2021-12		Call		1.50		67.08
CL		2021-12		Put		1.50		0.01
CL		2021-12		Call		2.00		66.58
CL		2021-12		Put		2.00		0.01
CL		2021-12		Call		2.50		66.08
CL		2021-12		Put		2.50		0.01
CL		2021-12		Call		3.00		65.58
CL		2021-12		Put		3.00		0.01
CL		2021-12		Call		3.50		65.08
CL		2021-12		Put		3.50		0.01
CL		2021-12		Call		4.00		64.58
CL		2021-12		Put		4.00		0.01
CL		2021-12		Call		4.50		64.08
CL		2021-12		Put		4.50		0.01
CL		2021-12		Call		5.00		63.58
CL		2021-12		Put		5.00		0.01
CL		2021-12		Call		5.50		63.08
CL		2021-12		Put		5.50		0.01
CL		2021-12		Call		6.00		62.58
CL		2021-12		Put		6.00		0.01
CL		2021-12		Call		6.50		62.08
CL		2021-12		Put		6.50		0.01
CL		2021-12		Call		7.00		61.58
CL		2021-12		Put		7.00		0.01
CL		2021-12		Call		7.50		61.08
CL		2021-12		Put		7.50		0.01
CL		2021-12		Call		8.00		60.58
CL		2021-12		Put		8.00		0.01
CL		2021-12		Call		8.50		60.08
CL		2021-12		Put		8.50		0.01
CL		2021-12		Call		9.00		59.58
CL		2021-12		Put		9.00		0.01
CL		2021-12		Call		9.50		59.08
CL		2021-12		Put		9.50		0.01
CL		2021-12		Call		10.00		58.58
CL		2021-12		Put		10.00		0.01
CL		2021-12		Call		10.50		58.08
CL		2021-12		Put		10.50		0.01
CL		2021-12		Call		11.00		57.58
CL		2021-12		Put		11.00		0.01
CL		2021-12		Call		11.50		57.08
CL		2021-12		Put		11.50		0.01
CL		2021-12		Call		12.00		56.58
CL		2021-12		Put		12.00		0.01
CL		2021-12		Call		12.50		56.08
CL		2021-12		Put		12.50		0.01
CL		2021-12		Call		13.00		55.58
CL		2021-12		Put		13.00		0.01
CL		2021-12		Call		13.50		55.08
CL		2021-12		Put		13.50		0.01
CL		2021-12		Call		14.00		54.58
CL		2021-12		Put		14.00		0.01
CL		2021-12		Call		14.50		54.08
CL		2021-12		Put		14.50		0.01
CL		2021-12		Call		15.00		53.58
CL		2021-12		Put		15.00		0.01
CL		2021-12		Call		15.50		53.08
CL		2021-12		Put		15.50		0.01
CL		2021-12		Call		16.00		52.58
CL		2021-12		Put		16.00		0.01
CL		2021-12		Call		16.50		52.08
CL		2021-12		Put		16.50		0.01
CL		2021-12		Call		17.00		51.58
CL		2021-12		Put		17.00		0.01
CL		2021-12		Call		17.50		51.08
CL		2021-12		Put		17.50		0.01
CL		2021-12		Call		18.00		50.58
CL		2021-12		Put		18.00		0.01
CL		2021-12		Call		18.50		50.08
CL		2021-12		Put		18.50		0.01
CL		2021-12		Call		19.00		49.58
CL		2021-12		Put		19.00		0.01
CL		2021-12		Call		19.50		49.08
CL		2021-12		Put		19.50		0.01
CL		2021-12		Call		20.00		48.79
CL		2021-12		Put		20.00		0.01
CL		2021-12		Call		20.50		48.08
CL		2021-12		Put		20.50		0.01
CL		2021-12		Call		21.00		47.58
CL		2021-12		Put		21.00		0.01
CL		2021-12		Call		21.50		47.08
CL		2021-12		Put		21.50		0.01
CL		2021-12		Call		22.00		46.58
CL		2021-12		Put		22.00		0.01
CL		2021-12		Call		22.50		46.08
CL		2021-12		Put		22.50		0.01
CL		2021-12		Call		23.00		45.58
CL		2021-12		Put		23.00		0.01
CL		2021-12		Call		23.50		45.08
CL		2021-12		Put		23.50		0.01
CL		2021-12		Call		24.00		44.58
CL		2021-12		Put		24.00		0.01
CL		2021-12		Call		24.50		44.08
CL		2021-12		Put		24.50		0.01
CL		2021-12		Call		25.00		43.79
CL		2021-12		Put		25.00		0.01
CL		2021-12		Call		25.50		43.08
CL		2021-12		Put		25.50		0.01
CL		2021-12		Call		26.00		42.58
CL		2021-12		Put		26.00		0.01
CL		2021-12		Call		26.50		42.08
CL		2021-12		Put		26.50		0.01
CL		2021-12		Call		27.00		41.58
CL		2021-12		Put		27.00		0.01
CL		2021-12		Call		27.50		41.08
CL		2021-12		Put		27.50		0.01
CL		2021-12		Call		28.00		40.58
CL		2021-12		Put		28.00		0.01
CL		2021-12		Call		28.50		40.08
CL		2021-12		Put		28.50		0.01
CL		2021-12		Call		29.00		39.59
CL		2021-12		Put		29.00		0.01
CL		2021-12		Call		29.50		39.09
CL		2021-12		Put		29.50		0.01
CL		2021-12		Call		30.00		38.80
CL		2021-12		Put		30.00		0.01
CL		2021-12		Call		30.50		38.09
CL		2021-12		Put		30.50		0.01
CL		2021-12		Call		31.00		37.60
CL		2021-12		Put		31.00		0.01
CL		2021-12		Call		31.50		37.10
CL		2021-12		Put		31.50		0.02
CL		2021-12		Call		32.00		36.60
CL		2021-12		Put		32.00		0.02
CL		2021-12		Call		32.50		36.10
CL		2021-12		Put		32.50		0.02
CL		2021-12		Call		33.00		35.60
CL		2021-12		Put		33.00		0.02
CL		2021-12		Call		33.50		35.10
CL		2021-12		Put		33.50		0.02
CL		2021-12		Call		34.00		34.81
CL		2021-12		Put		34.00		0.02
CL		2021-12		Call		34.50		34.31
CL		2021-12		Put		34.50		0.03
CL		2021-12		Call		35.00		33.81
CL		2021-12		Put		35.00		0.03
CL		2021-12		Call		35.50		33.32
CL		2021-12		Put		35.50		0.03
CL		2021-12		Call		36.00		32.61
CL		2021-12		Put		36.00		0.03
CL		2021-12		Call		36.50		32.11
CL		2021-12		Put		36.50		0.03
CL		2021-12		Call		37.00		31.82
CL		2021-12		Put		37.00		0.04
CL		2021-12		Call		37.50		31.33
CL		2021-12		Put		37.50		0.04
CL		2021-12		Call		38.00		30.83
CL		2021-12		Put		38.00		0.04
